CdsCod,AdCod,TipoCorso,n°iscritti,n°passati,Tasso_superamento,voto_medio
F7702M,F7702M055,[LM] Corso di Laurea Magistrale,159,126,0.79,27.66
F8701N,F8701N035,[LM] Corso di Laurea Magistrale,38,30,0.79,29.8
G8501R,G8501R010,[LM5] Laurea Magistrale Ciclo Unico 5 anni,316,251,0.79,27.57
G8501R,G8501R014,[LM5] Laurea Magistrale Ciclo Unico 5 anni,398,315,0.79,27.27
581,A5810050,[LM5] Laurea Magistrale Ciclo Unico 5 anni,35,28,0.8,28.82
E0201Q,E0201Q012,[L2] Corso di Laurea - L2,127,101,0.8,28.03
E2001R,E2001R010,[L2] Corso di Laurea - L2,196,157,0.8,26.15
E2001R,E2001R031,[L2] Corso di Laurea - L2,74,59,0.8,28.46
E2004P,E2004P029,[L2] Corso di Laurea - L2,46,37,0.8,27.89
E2401P,E2401P022,[L2] Corso di Laurea - L2,151,121,0.8,27.83
E3001Q,E3001Q044,[L2] Corso di Laurea - L2,147,117,0.8,27.32
E3101Q,E3101Q108,[L2] Corso di Laurea - L2,234,187,0.8,25.69
E3301M,E3301M152,[L2] Corso di Laurea - L2,56,45,0.8,26.22
E3301M,E3301M194,[L2] Corso di Laurea - L2,49,39,0.8,25.82
E3501Q,E3501Q057,[L2] Corso di Laurea - L2,35,28,0.8,24.32
E3901N,E3901N006,[L2] Corso di Laurea - L2,104,83,0.8,24.27
E4001N,E4001N014,[L2] Corso di Laurea - L2,331,266,0.8,22.38
F0802Q,F0802Q038,[LM] Corso di Laurea Magistrale,71,57,0.8,29.12
F5103P,F5103P012,[LM] Corso di Laurea Magistrale,45,36,0.8,27.81
F5104P,F5104P006,[LM] Corso di Laurea Magistrale,113,90,0.8,29.11
F7701M,F7701M070,[LM] Corso di Laurea Magistrale,174,140,0.8,
F7702M,F7702M046,[LM] Corso di Laurea Magistrale,139,111,0.8,28.52
F8204B,F8204B020,[LM] Corso di Laurea Magistrale,35,28,0.8,25.89
F8501R,F8501R021,[LM] Corso di Laurea Magistrale,87,70,0.8,27.46
G8501R,G8501R013,[LM5] Laurea Magistrale Ciclo Unico 5 anni,336,268,0.8,28.85
H4101D,H4101D025,[LM6] Laurea Magistrale Ciclo Unico 6 anni,131,105,0.8,28.85
H4101D,H4101D027,[LM6] Laurea Magistrale Ciclo Unico 6 anni,90,72,0.8,28.61
H4101D,H4101D035,[LM6] Laurea Magistrale Ciclo Unico 6 anni,147,117,0.8,28.55
I0101D,I0101D005,[L2] Corso di Laurea - L2,282,227,0.8,23.75
581,A5810030,[LM5] Laurea Magistrale Ciclo Unico 5 anni,141,114,0.81,27.81
581,A5810138,[LM5] Laurea Magistrale Ciclo Unico 5 anni,114,92,0.81,29.28
E0201Q,E0201Q049,[L2] Corso di Laurea - L2,118,95,0.81,26.28
E1301Q,E1301Q066,[L2] Corso di Laurea - L2,54,44,0.81,26.75
E1301Q,E1301Q071,[L2] Corso di Laurea - L2,167,135,0.81,23.93
E1401A,E1401A086,[L2] Corso di Laurea - L2,129,104,0.81,27.02
E1801M,E1801M047,[L2] Corso di Laurea - L2,368,298,0.81,26.96
E1803M,E1803M052,[L2] Corso di Laurea - L2,165,134,0.81,27.35
E1901R,E1901R002,[L2] Corso di Laurea - L2,635,515,0.81,28.12
E1901R,E1901R016,[L2] Corso di Laurea - L2,368,298,0.81,27.01
E2001R,E2001R009,[L2] Corso di Laurea - L2,227,185,0.81,26.02
E2401P,E2401P100,[L2] Corso di Laurea - L2,438,355,0.81,25.42
E3101Q,E3101Q107,[L2] Corso di Laurea - L2,300,242,0.81,26.57
E3101Q,E3101Q112,[L2] Corso di Laurea - L2,251,204,0.81,25.9
E3301M,E3301M135,[L2] Corso di Laurea - L2,197,160,0.81,25.97
E3901N,E3901N012,[L2] Corso di Laurea - L2,54,44,0.81,26.16
E4001N,E4001N056,[L2] Corso di Laurea - L2,105,85,0.81,27.95
F0101R,F0101R004,[LM] Corso di Laurea Magistrale,32,26,0.81,29.35
F5103P,F5103P010,[LM] Corso di Laurea Magistrale,69,56,0.81,27.5
F5701R,F5701R005,[LM] Corso di Laurea Magistrale,126,102,0.81,25.56
F7501Q,F7501Q020,[LM] Corso di Laurea Magistrale,64,52,0.81,28.06
F7502Q,F7502Q006,[LM] Corso di Laurea Magistrale,31,25,0.81,29
F7701M,F7701M093,[LM] Corso di Laurea Magistrale,48,39,0.81,25.56
F7702M,F7702M058,[LM] Corso di Laurea Magistrale,139,112,0.81,26.97
G8501R,G8501R003,[LM5] Laurea Magistrale Ciclo Unico 5 anni,326,264,0.81,28.33
G8501R,G8501R019,[LM5] Laurea Magistrale Ciclo Unico 5 anni,319,258,0.81,28.79
H4101D,H4101D037,[LM6] Laurea Magistrale Ciclo Unico 6 anni,126,102,0.81,29.13
H4601D,H4601D014,[LM6] Laurea Magistrale Ciclo Unico 6 anni,31,25,0.81,28.36
I0201D,I0201D115,[L2] Corso di Laurea - L2,63,51,0.81,23.47
I0201D,I0201D122,[L2] Corso di Laurea - L2,67,54,0.81,25.09
K0101D,K0101D006,[LM] Corso di Laurea Magistrale,32,26,0.81,28.42
581,A5810063,[LM5] Laurea Magistrale Ciclo Unico 5 anni,61,50,0.82,28.78
E1601N,E1601N004,[L2] Corso di Laurea - L2,166,136,0.82,22.35
E1802M,E1802M120,[L2] Corso di Laurea - L2,225,184,0.82,26.09
E1803M,E1803M054,[L2] Corso di Laurea - L2,132,108,0.82,24.67
E2401P,E2401P015,[L2] Corso di Laurea - L2,205,168,0.82,26.85
E2401P,E2401P117,[L2] Corso di Laurea - L2,105,86,0.82,27.21
E2401P,E2401P120,[L2] Corso di Laurea - L2,88,72,0.82,27.01
E2701Q,E2701Q038,[L2] Corso di Laurea - L2,38,31,0.82,27.87
E3001Q,E3001Q010,[L2] Corso di Laurea - L2,118,97,0.82,25.74
E3002Q,E3002Q001,[L2] Corso di Laurea - L2,45,37,0.82,21.11
E3401Q,E3401Q050,[L2] Corso di Laurea - L2,71,58,0.82,
E3501Q,E3501Q024,[L2] Corso di Laurea - L2,72,59,0.82,26.22
E3901N,E3901N013,[L2] Corso di Laurea - L2,101,83,0.82,25.4
E4101B,E4101B018,[L2] Corso di Laurea - L2,117,96,0.82,27.06
F5103P,F5103P002,[LM] Corso di Laurea Magistrale,105,86,0.82,24.53
F7401Q,F7401Q056,[LM] Corso di Laurea Magistrale,39,32,0.82,28.63
F8501R,F8501R055,[LM] Corso di Laurea Magistrale,110,90,0.82,28.54
H4101D,H4101D003,[LM6] Laurea Magistrale Ciclo Unico 6 anni,143,117,0.82,
H4101D,H4101D031,[LM6] Laurea Magistrale Ciclo Unico 6 anni,130,106,0.82,28.15
H4101D,H4101D294,[LM6] Laurea Magistrale Ciclo Unico 6 anni,33,27,0.82,
I0201D,I0201D117,[L2] Corso di Laurea - L2,62,51,0.82,23.8
581,A5810037,[LM5] Laurea Magistrale Ciclo Unico 5 anni,123,102,0.83,29.21
E0201Q,E0201Q072,[L2] Corso di Laurea - L2,163,136,0.83,28.03
E1801M,E1901R101,[L2] Corso di Laurea - L2,59,49,0.83,26.73
E3001Q,E3001Q052,[L2] Corso di Laurea - L2,41,34,0.83,26.12
E3101Q,E3101Q126,[L2] Corso di Laurea - L2,36,30,0.83,25
E3301M,E3301M004,[L2] Corso di Laurea - L2,282,233,0.83,24.15
E3301M,E3301M145,[L2] Corso di Laurea - L2,108,90,0.83,28.76
E3901N,E3901N002,[L2] Corso di Laurea - L2,99,82,0.83,26.05
E4001N,E4001N054,[L2] Corso di Laurea - L2,163,136,0.83,25.24
F0101R,F0101R010,[LM] Corso di Laurea Magistrale,35,29,0.83,28.83
F5701R,F5701R010,[LM] Corso di Laurea Magistrale,132,110,0.83,28.49
F5701R,F5701R030,[LM] Corso di Laurea Magistrale,126,105,0.83,26.39
F8204B,F8204B018,[LM] Corso di Laurea Magistrale,35,29,0.83,26.14
F8501R,F8501R035,[LM] Corso di Laurea Magistrale,46,38,0.83,28.82
F8701N,F8701N039,[LM] Corso di Laurea Magistrale,54,45,0.83,29.91
G8501R,G8501R011,[LM5] Laurea Magistrale Ciclo Unico 5 anni,326,271,0.83,26.86
G8501R,G8501R016,[LM5] Laurea Magistrale Ciclo Unico 5 anni,343,286,0.83,26.03
G8501R,G8501R018,[LM5] Laurea Magistrale Ciclo Unico 5 anni,319,266,0.83,25.14
I0102D,I0102D901,[L2] Corso di Laurea - L2,40,33,0.83,27.79
I0201D,I0201D109,[L2] Corso di Laurea - L2,65,54,0.83,24
E1803M,E1803M070,[L2] Corso di Laurea - L2,94,79,0.84,25.53
E2001R,E2001R028,[L2] Corso di Laurea - L2,44,37,0.84,25.81
E2401P,E2401P032,[L2] Corso di Laurea - L2,133,112,0.84,28.03
E3901N,E3901N008,[L2] Corso di Laurea - L2,95,80,0.84,26.18
F0101R,F0101R003,[LM] Corso di Laurea Magistrale,32,27,0.84,29.44
F5701R,F5701R019,[LM] Corso di Laurea Magistrale,89,75,0.84,28.32
F5701R,F5701R020,[LM] Corso di Laurea Magistrale,69,58,0.84,29.33
F7501Q,F7501Q036,[LM] Corso di Laurea Magistrale,44,37,0.84,27.68
F7701M,F7701M097,[LM] Corso di Laurea Magistrale,61,51,0.84,28.37
F7702M,F7702M056,[LM] Corso di Laurea Magistrale,146,123,0.84,27.67
F8501R,F8501R016,[LM] Corso di Laurea Magistrale,37,31,0.84,28.42
H4101D,H4101D030,[LM6] Laurea Magistrale Ciclo Unico 6 anni,120,101,0.84,29.38
I0201D,I0201D102,[L2] Corso di Laurea - L2,70,59,0.84,25.81
E0201Q,E0201Q069,[L2] Corso di Laurea - L2,75,64,0.85,26.92
E1501N,E1501N011,[L2] Corso di Laurea - L2,110,94,0.85,28.39
E1501N,E1501N077,[L2] Corso di Laurea - L2,147,125,0.85,25.52
E1501N,E1501N081,[L2] Corso di Laurea - L2,121,103,0.85,24.27
E1803M,E1803M075,[L2] Corso di Laurea - L2,218,186,0.85,24.94
E1901R,E1901R007,[L2] Corso di Laurea - L2,475,403,0.85,25.48
E1901R,E1901R086,[L2] Corso di Laurea - L2,101,86,0.85,27.88
E2004P,E2004P009,[L2] Corso di Laurea - L2,110,94,0.85,27.14
E3101Q,E3101Q128,[L2] Corso di Laurea - L2,196,167,0.85,23.62
E3201Q,E3201Q082,[L2] Corso di Laurea - L2,34,29,0.85,26.24
E3901N,E3901N023,[L2] Corso di Laurea - L2,89,76,0.85,28.05
E4101B,E4101B022,[L2] Corso di Laurea - L2,79,67,0.85,25.58
F1601M,F1601M050,[LM] Corso di Laurea Magistrale,73,62,0.85,25.92
F1601M,F1601M054,[LM] Corso di Laurea Magistrale,82,70,0.85,26.97
F7701M,F7701M092,[LM] Corso di Laurea Magistrale,105,89,0.85,27.82
F7701M,F7701M098,[LM] Corso di Laurea Magistrale,143,122,0.85,28.21
F8501R,F8501R057,[LM] Corso di Laurea Magistrale,54,46,0.85,27.65
F8701N,F8701N036,[LM] Corso di Laurea Magistrale,48,41,0.85,
F9201P,F9201P201,[LM] Corso di Laurea Magistrale,40,34,0.85,28.68
G8501R,G8501R028,[LM5] Laurea Magistrale Ciclo Unico 5 anni,252,215,0.85,28.96
H4101D,H4101D011,[LM6] Laurea Magistrale Ciclo Unico 6 anni,158,135,0.85,
I0201D,I0201D103,[L2] Corso di Laurea - L2,67,57,0.85,24.89
581,A5810052,[LM5] Laurea Magistrale Ciclo Unico 5 anni,36,31,0.86,28.87
E1501N,E1501N082,[L2] Corso di Laurea - L2,189,162,0.86,27.66
E1601N,E1601N050,[L2] Corso di Laurea - L2,118,102,0.86,25.71
E1901R,E1901R078,[L2] Corso di Laurea - L2,616,530,0.86,26.82
E1901R,E1901R081,[L2] Corso di Laurea - L2,297,254,0.86,28
E2004P,E2004P005,[L2] Corso di Laurea - L2,123,106,0.86,25.78
E2401P,E2401P103,[L2] Corso di Laurea - L2,408,352,0.86,25.13
E3101Q,E3101Q109,[L2] Corso di Laurea - L2,270,231,0.86,27.38
E4101B,E4102B066,[L2] Corso di Laurea - L2,56,48,0.86,28.02
F0601Q,F0601Q049,[LM] Corso di Laurea Magistrale,44,38,0.86,28.79
F0901D,F0901D042,[LM] Corso di Laurea Magistrale,42,36,0.86,26.78
F1801Q,F1801Q128,[LM] Corso di Laurea Magistrale,59,51,0.86,29.69
F5101P,F5101P126,[LM] Corso di Laurea Magistrale,244,210,0.86,29.18
F7701M,F7701M076,[LM] Corso di Laurea Magistrale,162,139,0.86,27.83
I0102D,I0102D017,[L2] Corso di Laurea - L2,35,30,0.86,28.53
I0102D,I0102D905,[L2] Corso di Laurea - L2,35,30,0.86,28.3
581,A5810076,[LM5] Laurea Magistrale Ciclo Unico 5 anni,38,33,0.87,28.88
E1401A,E1401A033,[L2] Corso di Laurea - L2,45,39,0.87,25.82
E1801M,E1801M035,[L2] Corso di Laurea - L2,316,275,0.87,27.09
E1802M,E1802M121,[L2] Corso di Laurea - L2,226,196,0.87,26.56
E1802M,E1802M133,[L2] Corso di Laurea - L2,226,197,0.87,26.63
E1802M,E3301M146,[L2] Corso di Laurea - L2,31,27,0.87,28.67
E2001R,E2001R060,[L2] Corso di Laurea - L2,52,45,0.87,25.56
E2401P,E2401P005,[L2] Corso di Laurea - L2,447,387,0.87,26.07
E2401P,E2401P030,[L2] Corso di Laurea - L2,93,81,0.87,28.38
E3101Q,E3101Q123,[L2] Corso di Laurea - L2,189,164,0.87,26.73
E3501Q,E3501Q066,[L2] Corso di Laurea - L2,91,79,0.87,25.38
F1601M,F1601M051,[LM] Corso di Laurea Magistrale,98,85,0.87,26.91
F5104P,F5104P008,[LM] Corso di Laurea Magistrale,76,66,0.87,28.61
F6302N,F6302N015,[LM] Corso di Laurea Magistrale,46,40,0.87,28
F8204B,F8204B017,[LM] Corso di Laurea Magistrale,60,52,0.87,28.79
F8501R,F8501R058,[LM] Corso di Laurea Magistrale,114,99,0.87,27.33
G8501R,G8501R008,[LM5] Laurea Magistrale Ciclo Unico 5 anni,302,262,0.87,
G8501R,G8501R030,[LM5] Laurea Magistrale Ciclo Unico 5 anni,315,274,0.87,28.15
I0101D,I0101D003,[L2] Corso di Laurea - L2,329,285,0.87,22.97
I0201D,I0201D111,[L2] Corso di Laurea - L2,62,54,0.87,25.48
581,A5810109,[LM5] Laurea Magistrale Ciclo Unico 5 anni,43,38,0.88,28.08
E1801M,E1801M045,[L2] Corso di Laurea - L2,198,174,0.88,26.17
E1801M,E3301M140,[L2] Corso di Laurea - L2,40,35,0.88,26.91
E1802M,E1802M122,[L2] Corso di Laurea - L2,210,184,0.88,28.96
E1901R,E1901R082,[L2] Corso di Laurea - L2,382,335,0.88,27.05
E2001R,E2001R038,[L2] Corso di Laurea - L2,68,60,0.88,28.07
E2004P,E2004P037,[L2] Corso di Laurea - L2,68,60,0.88,26.62
E2401P,E2401P006,[L2] Corso di Laurea - L2,194,171,0.88,25.96
E2401P,E2401P019,[L2] Corso di Laurea - L2,166,146,0.88,27.26
E2702Q,E2702Q073,[L2] Corso di Laurea - L2,49,43,0.88,26.16
E3101Q,E3101Q120,[L2] Corso di Laurea - L2,51,45,0.88,27.62
E3301M,E3301M160,[L2] Corso di Laurea - L2,32,28,0.88,26.11
E3401Q,E3401Q045,[L2] Corso di Laurea - L2,66,58,0.88,26.79
F0901D,F0901D041,[LM] Corso di Laurea Magistrale,32,28,0.88,27.71
F5701R,F5701R004,[LM] Corso di Laurea Magistrale,115,101,0.88,29.17
F7601M,F7601M012,[LM] Corso di Laurea Magistrale,57,50,0.88,26.54
F7601M,F7601M061,[LM] Corso di Laurea Magistrale,40,35,0.88,28.11
F7701M,F7701M044,[LM] Corso di Laurea Magistrale,42,37,0.88,28.68
F8501R,F8501R015,[LM] Corso di Laurea Magistrale,60,53,0.88,27.11
G8501R,G8501R009,[LM5] Laurea Magistrale Ciclo Unico 5 anni,302,265,0.88,25.72
G8501R,G8501R027,[LM5] Laurea Magistrale Ciclo Unico 5 anni,280,245,0.88,27.13
I0102D,I0102D003,[L2] Corso di Laurea - L2,34,30,0.88,24.7
E2004P,E2004P003,[L2] Corso di Laurea - L2,120,107,0.89,27.65
E2401P,E2401P011,[L2] Corso di Laurea - L2,360,321,0.89,27.78
E2401P,E2401P119,[L2] Corso di Laurea - L2,134,119,0.89,27.29
E2702Q,E2702Q087,[L2] Corso di Laurea - L2,64,57,0.89,27
E3301M,E3301M155,[L2] Corso di Laurea - L2,35,31,0.89,25.97
E4101B,E4101B016,[L2] Corso di Laurea - L2,83,74,0.89,25.53
F0101R,F0101R009,[LM] Corso di Laurea Magistrale,38,34,0.89,29.53
F5101P,F5101P138,[LM] Corso di Laurea Magistrale,35,31,0.89,28.19
F5103P,F5103P076,[LM] Corso di Laurea Magistrale,76,68,0.89,27.9
F7701M,F7701M095,[LM] Corso di Laurea Magistrale,37,33,0.89,28.67
G8501R,G8501R029,[LM5] Laurea Magistrale Ciclo Unico 5 anni,281,251,0.89,26.38
H4101D,H4101D273,[LM6] Laurea Magistrale Ciclo Unico 6 anni,38,34,0.89,
I0201D,I0201D116,[L2] Corso di Laurea - L2,56,50,0.89,27.2
I0201D,LING,[L2] Corso di Laurea - L2,36,32,0.89,
E0201Q,E0201Q068,[L2] Corso di Laurea - L2,125,112,0.9,28.01
E1501N,E1501N083,[L2] Corso di Laurea - L2,173,156,0.9,26.59
E1601N,E1601N017,[L2] Corso di Laurea - L2,139,125,0.9,26.76
E1801M,E1801M044,[L2] Corso di Laurea - L2,217,196,0.9,26.3
E1803M,E3301M154,[L2] Corso di Laurea - L2,68,61,0.9,26.64
E2004P,E2004P040,[L2] Corso di Laurea - L2,39,35,0.9,28.17
E2702Q,E2702Q058,[L2] Corso di Laurea - L2,58,52,0.9,26.62
E3201Q,E3201Q075,[L2] Corso di Laurea - L2,52,47,0.9,27.09
E3501Q,E3501Q014,[L2] Corso di Laurea - L2,31,28,0.9,25.61
E3901N,E3901N022,[L2] Corso di Laurea - L2,73,66,0.9,
F7701M,F7701M102,[LM] Corso di Laurea Magistrale,156,140,0.9,27.13
H4101D,H4101D069,[LM6] Laurea Magistrale Ciclo Unico 6 anni,31,28,0.9,
I0201D,I0201D108,[L2] Corso di Laurea - L2,60,54,0.9,21.54
E1601N,E1601N021,[L2] Corso di Laurea - L2,99,90,0.91,22.03
E1801M,E1801M042,[L2] Corso di Laurea - L2,316,287,0.91,26.94
E1801M,E1801M043,[L2] Corso di Laurea - L2,281,256,0.91,25.89
E3301M,E3301M149,[L2] Corso di Laurea - L2,55,50,0.91,25.88
E3301M,E3301M191,[L2] Corso di Laurea - L2,227,206,0.91,25.23
F1601M,F1601M052,[LM] Corso di Laurea Magistrale,103,94,0.91,26.98
F5701R,F5701R001,[LM] Corso di Laurea Magistrale,35,32,0.91,29.56
F7702M,F7702M017,[LM] Corso di Laurea Magistrale,133,121,0.91,
I0102D,I0102D904,[L2] Corso di Laurea - L2,33,30,0.91,27.2
E1401A,E1401A088,[L2] Corso di Laurea - L2,73,67,0.92,29.55
E1901R,E1901R077,[L2] Corso di Laurea - L2,449,412,0.92,26.63
E3901N,E3901N037,[L2] Corso di Laurea - L2,72,66,0.92,28.35
F0601Q,F0601Q054,[LM] Corso di Laurea Magistrale,37,34,0.92,27.44
F0802Q,F0802Q040,[LM] Corso di Laurea Magistrale,64,59,0.92,28.31
F0901D,F0901D027,[LM] Corso di Laurea Magistrale,37,34,0.92,28.56
F5104P,F5104P009,[LM] Corso di Laurea Magistrale,89,82,0.92,28.68
F6302N,F6302N002,[LM] Corso di Laurea Magistrale,96,88,0.92,27.94
F7701M,F7701M096,[LM] Corso di Laurea Magistrale,78,72,0.92,28.61
F8203B,F8203B031,[LM] Corso di Laurea Magistrale,36,33,0.92,29.64
F8501R,F8501R003,[LM] Corso di Laurea Magistrale,74,68,0.92,27.44
G8501R,G8501R015,[LM5] Laurea Magistrale Ciclo Unico 5 anni,346,320,0.92,
H4101D,H4101D005,[LM6] Laurea Magistrale Ciclo Unico 6 anni,76,70,0.92,
E1401A,E1401A070,[L2] Corso di Laurea - L2,86,80,0.93,
E1901R,E1901R088,[L2] Corso di Laurea - L2,217,202,0.93,26.94
E1901R,E1901R095,[L2] Corso di Laurea - L2,500,464,0.93,
E2401P,E2401P068,[L2] Corso di Laurea - L2,107,99,0.93,26.77
E3901N,E3901N034,[L2] Corso di Laurea - L2,69,64,0.93,27.14
F7501Q,F7501Q037,[LM] Corso di Laurea Magistrale,61,57,0.93,26.84
F7701M,F7701M094,[LM] Corso di Laurea Magistrale,54,50,0.93,28.88
F7702M,F7702M006,[LM] Corso di Laurea Magistrale,119,111,0.93,28.08
F8701N,F8701N002,[LM] Corso di Laurea Magistrale,57,53,0.93,29.7
G8501R,G8501R022,[LM5] Laurea Magistrale Ciclo Unico 5 anni,341,317,0.93,
I0201D,I0201D119,[L2] Corso di Laurea - L2,56,52,0.93,26.1
E0201Q,E0201Q047,[L2] Corso di Laurea - L2,176,166,0.94,26.55
E1301Q,E1301Q058,[L2] Corso di Laurea - L2,79,74,0.94,26.03
E1901R,E1901R096,[L2] Corso di Laurea - L2,501,472,0.94,
E3002Q,E3002Q012,[L2] Corso di Laurea - L2,48,45,0.94,26.82
E3002Q,E3002Q037,[L2] Corso di Laurea - L2,48,45,0.94,25.93
F1601M,F1601M066,[LM] Corso di Laurea Magistrale,66,62,0.94,28.16
F1801Q,F1801Q115,[LM] Corso di Laurea Magistrale,36,34,0.94,29.32
F5101P,F5101P129,[LM] Corso di Laurea Magistrale,35,33,0.94,
F5103P,F5103P073,[LM] Corso di Laurea Magistrale,79,74,0.94,28.84
F5701R,F5701R024,[LM] Corso di Laurea Magistrale,121,114,0.94,
F9201P,F9201P032,[LM] Corso di Laurea Magistrale,32,30,0.94,29.8
H4601D,H4601D068,[LM6] Laurea Magistrale Ciclo Unico 6 anni,31,29,0.94,
I0101D,I0101D101,[L2] Corso di Laurea - L2,70,66,0.94,
I0101D,I0101D117,[L2] Corso di Laurea - L2,80,75,0.94,
I0101D,I0101D118,[L2] Corso di Laurea - L2,115,108,0.94,
E1501N,E1501N072,[L2] Corso di Laurea - L2,186,176,0.95,26.12
E1802M,E1801M043,[L2] Corso di Laurea - L2,37,35,0.95,26.2
E1901R,E1901R091,[L2] Corso di Laurea - L2,287,274,0.95,27.75
E3901N,E3901N018,[L2] Corso di Laurea - L2,78,74,0.95,25.54
F1801Q,F1801Q127,[LM] Corso di Laurea Magistrale,79,75,0.95,27.96
F6302N,F6302N023,[LM] Corso di Laurea Magistrale,41,39,0.95,29.38
F7702M,F7702M059,[LM] Corso di Laurea Magistrale,122,116,0.95,28.35
F8501R,F8501R033,[LM] Corso di Laurea Magistrale,170,162,0.95,
G8501R,G8501R025,[LM5] Laurea Magistrale Ciclo Unico 5 anni,313,296,0.95,
G8501R,G8501R034,[LM5] Laurea Magistrale Ciclo Unico 5 anni,307,291,0.95,
H4101D,H4101D028,[LM6] Laurea Magistrale Ciclo Unico 6 anni,117,111,0.95,29.29
H4101D,H4101D243,[LM6] Laurea Magistrale Ciclo Unico 6 anni,39,37,0.95,
H4101D,H4101D280,[LM6] Laurea Magistrale Ciclo Unico 6 anni,44,42,0.95,
I0101D,I0101D103,[L2] Corso di Laurea - L2,136,129,0.95,
I0101D,I0101D111,[L2] Corso di Laurea - L2,81,77,0.95,
I0101D,I0101D119,[L2] Corso di Laurea - L2,60,57,0.95,
I0101D,I0101D120,[L2] Corso di Laurea - L2,40,38,0.95,
I0201D,I0201D107,[L2] Corso di Laurea - L2,61,58,0.95,28.78
E1301Q,E1301Q070,[L2] Corso di Laurea - L2,108,104,0.96,26.41
E2401P,E2401P040,[L2] Corso di Laurea - L2,251,242,0.96,
E2401P,E2401P064,[L2] Corso di Laurea - L2,71,68,0.96,27.93
E3201Q,E3201Q088,[L2] Corso di Laurea - L2,52,50,0.96,25.42
E3201Q,E3201Q090,[L2] Corso di Laurea - L2,74,71,0.96,26.38
E3901N,E3901N007,[L2] Corso di Laurea - L2,72,69,0.96,25.81
E3901N,E3901N020,[L2] Corso di Laurea - L2,98,94,0.96,
E4001N,E4001N045,[L2] Corso di Laurea - L2,110,106,0.96,24.93
F1801Q,F1801Q130,[LM] Corso di Laurea Magistrale,96,92,0.96,28.45
F1801Q,F1801Q137,[LM] Corso di Laurea Magistrale,51,49,0.96,29.59
F8701N,F8701N045,[LM] Corso di Laurea Magistrale,47,45,0.96,28.38
H4101D,H4101D015,[LM6] Laurea Magistrale Ciclo Unico 6 anni,148,142,0.96,
H4101D,H4101D067,[LM6] Laurea Magistrale Ciclo Unico 6 anni,50,48,0.96,
H4101D,H4101D205,[LM6] Laurea Magistrale Ciclo Unico 6 anni,140,135,0.96,
I0101D,I0101D109,[L2] Corso di Laurea - L2,80,77,0.96,
I0101D,I0101D116,[L2] Corso di Laurea - L2,109,105,0.96,
E1802M,E1801M042,[L2] Corso di Laurea - L2,38,37,0.97,26.86
E2004P,E2004P027,[L2] Corso di Laurea - L2,59,57,0.97,28.47
E2401P,E2401P031,[L2] Corso di Laurea - L2,203,197,0.97,28.57
E3101Q,E3101Q106,[L2] Corso di Laurea - L2,237,229,0.97,25.15
E3301M,E3301M141,[L2] Corso di Laurea - L2,66,64,0.97,26.09
E4101B,E4101B021,[L2] Corso di Laurea - L2,39,38,0.97,26.55
F1601M,F1601M057,[LM] Corso di Laurea Magistrale,37,36,0.97,25.92
F5102P,F5102P011,[LM] Corso di Laurea Magistrale,97,94,0.97,
F5102P,F5102P095,[LM] Corso di Laurea Magistrale,37,36,0.97,30
F6302N,F6302N017,[LM] Corso di Laurea Magistrale,86,83,0.97,27.73
F8701N,F8701N010,[LM] Corso di Laurea Magistrale,39,38,0.97,28.95
H4101D,H4101D057,[LM6] Laurea Magistrale Ciclo Unico 6 anni,34,33,0.97,
H4101D,H4101D087,[LM6] Laurea Magistrale Ciclo Unico 6 anni,31,30,0.97,
H4101D,H4101D203,[LM6] Laurea Magistrale Ciclo Unico 6 anni,147,142,0.97,
I0101D,I0101D024,[L2] Corso di Laurea - L2,217,210,0.97,
I0101D,I0101D110,[L2] Corso di Laurea - L2,101,98,0.97,
I0101D,I0101D112,[L2] Corso di Laurea - L2,79,77,0.97,
I0101D,I0101D125,[L2] Corso di Laurea - L2,38,37,0.97,
I0101D,I0101D902,[L2] Corso di Laurea - L2,244,236,0.97,26.59
I0101D,I0101D904,[L2] Corso di Laurea - L2,208,201,0.97,28.27
I0201D,I0201D105,[L2] Corso di Laurea - L2,61,59,0.97,27.46
E1301Q,E1301Q035,[L2] Corso di Laurea - L2,114,112,0.98,28.36
E2401P,E2401P116,[L2] Corso di Laurea - L2,50,49,0.98,28.08
E2702Q,E2702Q094,[L2] Corso di Laurea - L2,63,62,0.98,26.45
E3101Q,E3101Q115,[L2] Corso di Laurea - L2,48,47,0.98,23.96
E3401Q,E3401Q033,[L2] Corso di Laurea - L2,88,86,0.98,
F4901N,F4901N073,[LM] Corso di Laurea Magistrale,45,44,0.98,28.23
F6302N,F6302N009,[LM] Corso di Laurea Magistrale,59,58,0.98,26.43
F6302N,F6302N010,[LM] Corso di Laurea Magistrale,58,57,0.98,27.4
F8701N,F8701N014,[LM] Corso di Laurea Magistrale,40,39,0.98,29.08
G8501R,G8501R035,[LM5] Laurea Magistrale Ciclo Unico 5 anni,251,245,0.98,
H4101D,H4101D041,[LM6] Laurea Magistrale Ciclo Unico 6 anni,115,113,0.98,
I0101D,I0101D107,[L2] Corso di Laurea - L2,128,126,0.98,
I0201D,I0201D113,[L2] Corso di Laurea - L2,54,53,0.98,
I0201D,I0201D118,[L2] Corso di Laurea - L2,53,52,0.98,25.46
581,A5810112,[LM5] Laurea Magistrale Ciclo Unico 5 anni,129,128,0.99,
